FlightID,Date,RouteID,Departure Delay,AircraftID,Scheduled Departure,Avg Ticket Price,Total Fare,Flight Month,Flight Year
Flight786,41950,ORD-JFK,2.2,141,7:00:00 AM,250.00,46250,11,2014
Flight787,42335,ORD-DEN,6.7,20,7:00:00 AM,450.00,83250,11,2015
Flight788,41995,ORD-MSP,7,186,6:00:00 PM,161.00,26565,12,2014
Flight789,41844,ORD-EWR,1.8,195,8:00:00 PM,247.50,40838,7,2014
Flight790,41777,ORD-ATL,10.2,86,1:00:00 PM,200.00,36200,5,2014
Flight791,41861,ORD-JFK,1.8,200,7:00:00 AM,275.00,45375,8,2014
Flight792,41903,ORD-JFK,3.1,99,7:00:00 PM,250.00,46250,9,2014
Flight793,41684,ORD-DEN,3.6,167,4:00:00 PM,300.00,49500,2,2014
Flight794,41893,ORD-PHX,1.6,43,5:00:00 PM,250.00,41250,9,2014
Flight795,42007,ORD-LGA,1.1,31,7:00:00 AM,275.00,50875,1,2015
Flight796,42053,ORD-SEA,1.8,29,5:00:00 PM,350.00,64750,2,2015
Flight797,41970,ORD-PHX,5.2,94,7:00:00 PM,375.00,69375,11,2014
Flight798,42190,ORD-LAX,6.4,172,6:00:00 PM,385.00,63525,7,2015
Flight799,41857,ORD-BOS,2.6,188,8:00:00 AM,330.00,54450,8,2014
Flight800,41874,ORD-FLL,2.5,149,9:00:00 PM,330.00,61050,8,2014
Flight801,41862,ORD-SEA,2.3,131,7:00:00 AM,385.00,71225,8,2014
Flight802,42028,ORD-LAX,3.5,153,7:00:00 AM,350.00,57750,1,2015
Flight803,41822,ORD-SFO,0.4,194,7:00:00 AM,412.50,68063,7,2014
Flight804,41794,ORD-DFW,2,45,5:00:00 PM,220.00,36300,6,2014
Flight805,41766,ORD-DEN,2.7,141,6:00:00 PM,300.00,55500,5,2014
Flight806,41641,ORD-ATL,9,159,3:30:00 PM,200.00,33000,1,2014
Flight807,41829,ORD-FLL,2.7,178,8:00:00 AM,330.00,54450,7,2014
Flight808,41909,ORD-LAX,4.1,34,4:00:00 PM,350.00,64750,9,2014
Flight809,42166,ORD-ATL,11.4,205,4:00:00 PM,220.00,36300,6,2015
Flight810,42306,ORD-LAS,1.3,57,2:00:00 PM,275.00,45375,10,2015
Flight811,41776,ORD-LAX,4,124,7:00:00 PM,350.00,64750,5,2014
Flight812,41996,ORD-MIA,5.7,55,8:00:00 PM,420.00,69300,12,2014
Flight813,41857,ORD-SFO,2.2,183,11:00:00 AM,412.50,68063,8,2014
Flight814,41800,ORD-PHX,1.1,9,10:00:00 AM,275.00,50875,6,2014
Flight815,41841,ORD-BOS,1.5,44,5:00:00 PM,330.00,54450,7,2014
Flight816,42251,ORD-IAD,1.7,116,5:30:00 PM,300.00,55500,9,2015
Flight817,42368,ORD-DFW,1.7,35,10:00:00 AM,200.00,37000,12,2015
Flight818,41778,ORD-ATL,8.7,140,9:00:00 PM,200.00,37000,5,2014
Flight819,41820,ORD-DEN,1.5,61,7:00:00 PM,330.00,54450,6,2014
Flight820,41987,ORD-JFK,1.6,16,2:30:00 PM,250.00,46250,12,2014
Flight821,42033,ORD-SEA,1.8,77,7:00:00 AM,350.00,63350,1,2015
Flight822,42190,ORD-DFW,1.8,165,7:00:00 PM,220.00,36300,7,2015
Flight823,42093,ORD-IAD,1.1,10,10:30:00 AM,300.00,55500,3,2015
Flight824,42333,ORD-LAS,3.7,187,7:30:00 AM,412.50,68063,11,2015
Flight825,42122,ORD-IAH,2.8,24,9:00:00 AM,200.00,37000,4,2015
Flight826,41973,ORD-DEN,4.8,89,6:00:00 PM,450.00,81450,11,2014
Flight827,42313,ORD-LAS,2.9,168,1:00:00 PM,275.00,45375,11,2015
Flight828,41777,ORD-SEA,2.3,88,8:30:00 AM,350.00,63350,5,2014
Flight829,41694,ORD-CLT,2.7,182,10:00:00 AM,125.00,20625,2,2014
Flight830,42238,ORD-MCO,1.8,140,6:00:00 PM,275.00,50875,8,2015
Flight831,42365,ORD-MIA,4.7,64,8:30:00 PM,420.00,76020,12,2015
Flight832,41881,ORD-BOS,1.6,68,8:00:00 AM,330.00,59730,8,2014
Flight833,41872,ORD-ATL,10.2,171,7:00:00 PM,220.00,36300,8,2014
Flight834,41713,ORD-DTW,1.8,74,8:30:00 PM,115.00,20815,3,2014
Flight835,42272,ORD-SEA,1.7,36,5:00:00 PM,350.00,57750,9,2015
Flight836,42041,ORD-DEN,1.6,179,7:00:00 PM,300.00,49500,2,2015
Flight837,41876,ORD-SFO,1.7,161,8:00:00 PM,412.50,68063,8,2014
Flight838,42302,ORD-LAS,2.3,139,9:00:00 PM,275.00,50875,10,2015
Flight839,42186,ORD-BOS,0.9,126,7:30:00 AM,330.00,61050,7,2015
Flight840,41838,ORD-LAS,1.3,129,10:00:00 AM,302.50,55963,7,2014
Flight841,41807,ORD-PHL,2.7,143,7:00:00 PM,302.50,55963,6,2014
Flight842,41806,ORD-IAD,2.5,79,3:00:00 PM,330.00,59730,6,2014
Flight843,42100,ORD-DFW,1.4,124,7:00:00 AM,200.00,37000,4,2015
Flight844,41695,ORD-CLT,2.7,16,1:00:00 PM,125.00,23125,2,2014
Flight845,42079,ORD-ATL,9.3,197,7:00:00 PM,200.00,33000,3,2015
Flight846,42135,ORD-EWR,1.5,187,5:00:00 PM,225.00,37125,5,2015
Flight847,41836,ORD-JFK,1.9,18,1:30:00 PM,275.00,50875,7,2014
Flight848,42156,ORD-SEA,1.6,195,8:30:00 PM,385.00,63525,6,2015
Flight849,41945,ORD-LGA,0.8,89,7:00:00 AM,275.00,49775,11,2014
Flight850,41968,ORD-MIA,4.6,159,7:00:00 AM,450.00,74250,11,2014
Flight851,41839,ORD-JFK,1.6,200,11:30:00 AM,275.00,45375,7,2014
Flight852,41692,ORD-DTW,2.4,66,7:00:00 PM,115.00,20815,2,2014
Flight853,42363,ORD-LAX,6.2,118,7:30:00 PM,490.00,90650,12,2015
Flight854,42352,ORD-JFK,3.2,100,9:00:00 PM,250.00,46250,12,2015
Flight855,42285,ORD-ATL,12,5,12:00:00 PM,200.00,37000,10,2015
Flight856,42210,ORD-ATL,9.8,111,6:30:00 PM,220.00,40700,7,2015
Flight857,41855,ORD-CLT,2.9,40,5:00:00 PM,137.50,22688,8,2014
Flight858,41969,ORD-PHL,3.9,72,7:30:00 AM,412.50,74663,11,2014
Flight859,41852,ORD-DFW,1.9,116,2:30:00 PM,220.00,40700,8,2014
Flight860,42209,ORD-PHL,2.1,138,5:00:00 PM,302.50,55963,7,2015
Flight861,42244,ORD-ATL,12.2,16,6:30:00 PM,220.00,40700,8,2015
Flight862,42106,ORD-CLT,1.4,165,1:00:00 PM,125.00,20625,4,2015
Flight863,42361,ORD-DEN,3.1,98,3:00:00 PM,420.00,77700,12,2015
Flight864,41851,ORD-LAX,5.1,81,7:00:00 AM,385.00,69685,7,2014
Flight865,42068,ORD-JFK,1.7,33,11:30:00 AM,250.00,46250,3,2015
Flight866,41791,ORD-DEN,1.7,55,7:30:00 AM,330.00,54450,6,2014
Flight867,41915,ORD-SEA,2.1,32,8:00:00 PM,350.00,64750,10,2014
Flight868,42207,ORD-LAS,2.5,84,5:00:00 PM,302.50,54753,7,2015
Flight869,41705,ORD-MIA,1.3,165,5:00:00 PM,300.00,49500,3,2014
Flight870,41997,ORD-LAS,5.9,73,7:00:00 PM,385.00,69685,12,2014
Flight871,42228,ORD-DEN,3.3,162,8:00:00 AM,330.00,54450,8,2015
Flight872,42197,ORD-FLL,0.2,132,7:00:00 PM,330.00,61050,7,2015
Flight873,42241,ORD-SFO,2,134,7:00:00 AM,412.50,76313,8,2015
Flight874,42358,ORD-LAX,3.8,89,7:00:00 AM,350.00,63350,12,2015
Flight875,41809,ORD-JFK,2.4,92,12:30:00 PM,275.00,50875,6,2014
Flight876,42213,ORD-LAX,7.3,149,7:00:00 PM,385.00,71225,7,2015
Flight877,41958,ORD-LAX,3.8,6,5:00:00 PM,350.00,64750,11,2014
Flight878,42346,ORD-DFW,2.3,75,5:30:00 PM,200.00,36200,12,2015
Flight879,42176,ORD-PHX,1.8,190,7:00:00 AM,275.00,45375,6,2015
Flight880,41752,ORD-MCO,2.8,157,5:30:00 PM,250.00,41250,4,2014
Flight881,41661,ORD-LAX,2.5,11,7:30:00 PM,350.00,64750,1,2014
Flight882,41657,ORD-LAX,3.5,157,5:00:00 PM,350.00,57750,1,2014
Flight883,41873,ORD-ATL,8.6,29,7:00:00 AM,220.00,40700,8,2014
Flight884,42086,ORD-PHX,0.4,107,7:30:00 AM,250.00,46250,3,2015
Flight885,41784,ORD-BWI,1.3,120,7:00:00 AM,240.00,44400,5,2014
Flight886,42307,ORD-DEN,3.1,52,7:00:00 AM,300.00,49500,10,2015
Flight887,41706,ORD-LAX,3.2,204,8:30:00 PM,350.00,57750,3,2014
Flight888,42229,ORD-IAH,2.2,37,8:30:00 AM,220.00,36300,8,2015
Flight889,42118,ORD-PHX,2.3,60,1:00:00 PM,250.00,41250,4,2015
Flight890,41683,ORD-CLT,2.3,105,7:30:00 PM,125.00,23125,2,2014
Flight891,42119,ORD-JFK,2.2,98,10:30:00 AM,250.00,46250,4,2015
Flight892,41846,ORD-LAX,7.2,16,8:30:00 PM,385.00,71225,7,2014
Flight893,42222,ORD-MSP,2.1,182,6:00:00 PM,126.50,20873,8,2015
Flight894,42292,ORD-MCO,3,204,3:00:00 PM,250.00,41250,10,2015
Flight895,41820,ORD-PHL,0.8,24,8:30:00 PM,302.50,55963,6,2014
Flight896,41816,ORD-EWR,1.1,153,7:30:00 AM,247.50,40838,6,2014
Flight897,41927,ORD-DFW,1.6,145,7:00:00 AM,200.00,37000,10,2014
Flight898,41922,ORD-LAX,4.8,32,7:00:00 AM,350.00,64750,10,2014
Flight899,41847,ORD-DFW,2.8,200,10:00:00 AM,220.00,36300,7,2014
Flight900,41754,ORD-LAS,2.2,61,5:00:00 PM,275.00,45375,4,2014
Flight901,42369,ORD-ATL,11.2,144,5:00:00 PM,200.00,37000,12,2015
Flight902,41914,ORD-SFO,1.5,74,3:30:00 PM,375.00,67875,10,2014
Flight903,41968,ORD-CLT,3.2,141,1:00:00 PM,187.50,34688,11,2014
Flight904,41980,ORD-IAD,1,100,6:00:00 PM,300.00,55500,12,2014
Flight905,42298,ORD-LAX,4,33,6:30:00 PM,350.00,64750,10,2015
Flight906,41835,ORD-DFW,1.4,181,8:30:00 AM,220.00,36300,7,2014
Flight907,42315,ORD-MCO,0.9,210,9:30:00 PM,250.00,41250,11,2015
Flight908,41823,ORD-CLT,2.1,92,6:00:00 PM,137.50,25438,7,2014
Flight909,41853,ORD-LAX,4.7,207,5:00:00 PM,385.00,63525,8,2014
Flight910,42048,ORD-LAX,4.3,21,7:00:00 AM,350.00,64750,2,2015
Flight911,41830,ORD-DEN,1.5,76,6:30:00 PM,330.00,59730,7,2014
Flight912,42183,ORD-FLL,1.8,61,4:00:00 PM,330.00,54450,6,2015
Flight913,42105,ORD-LAS,2,79,7:00:00 PM,275.00,49775,4,2015
Flight914,42296,ORD-DEN,2,85,7:00:00 PM,300.00,54300,10,2015
Flight915,42098,ORD-DEN,2.2,142,5:30:00 PM,300.00,55500,4,2015
Flight916,41971,ORD-DEN,4.1,61,10:00:00 AM,450.00,74250,11,2014
Flight917,41765,ORD-JFK,2.2,24,6:00:00 PM,250.00,46250,5,2014
Flight918,42008,ORD-BOS,1.6,53,3:30:00 PM,300.00,49500,1,2015
Flight919,42072,ORD-ATL,9,95,7:00:00 AM,200.00,37000,3,2015
Flight920,42363,ORD-DEN,4.9,129,6:00:00 PM,420.00,77700,12,2015
Flight921,42335,ORD-CLT,4.7,197,5:30:00 PM,187.50,30938,11,2015
Flight922,42001,ORD-SFO,2.7,21,7:00:00 PM,525.00,97125,12,2014
Flight923,41827,ORD-LAX,5,19,8:00:00 AM,385.00,71225,7,2014
Flight924,41768,ORD-FLL,1.4,44,7:00:00 AM,300.00,49500,5,2014
Flight925,41757,ORD-DTW,1.3,203,7:30:00 AM,115.00,18975,4,2014
Flight926,41933,ORD-DFW,1.6,8,7:00:00 AM,200.00,37000,10,2014
Flight927,41972,ORD-MSP,3.6,101,6:00:00 PM,172.50,31913,11,2014
Flight928,42255,ORD-PHL,2,171,10:00:00 AM,275.00,45375,9,2015
Flight929,41860,ORD-BOS,2.3,146,8:00:00 PM,330.00,61050,8,2014
Flight930,41882,ORD-SFO,1.9,131,6:30:00 PM,412.50,76313,8,2014
Flight931,42124,ORD-IAH,2,69,7:00:00 AM,200.00,36200,4,2015
Flight932,41946,ORD-IAD,2.2,98,11:00:00 AM,300.00,55500,11,2014
Flight933,41996,ORD-SEA,4.2,33,7:00:00 PM,490.00,90650,12,2014
Flight934,42069,ORD-MSP,1.8,172,5:30:00 PM,115.00,18975,3,2015
Flight935,41759,ORD-PHX,2.1,3,8:00:00 PM,250.00,46250,4,2014
Flight936,41695,ORD-ATL,10,176,3:00:00 PM,200.00,33000,2,2014
Flight937,41759,ORD-SFO,2.7,173,7:00:00 PM,375.00,61875,4,2014
Flight938,42225,ORD-MSP,2.2,184,6:00:00 PM,126.50,20873,8,2015
Flight939,41792,ORD-LAS,2.5,210,6:00:00 PM,302.50,49913,6,2014
Flight940,41826,ORD-JFK,1.7,206,5:00:00 PM,275.00,45375,7,2014
Flight941,42311,ORD-IAH,1.6,116,2:00:00 PM,200.00,37000,11,2015
Flight942,41713,ORD-SEA,2.4,93,10:00:00 AM,350.00,64750,3,2014
Flight943,41641,ORD-LGA,2.7,19,10:00:00 AM,275.00,50875,1,2014
Flight944,41855,ORD-CLT,2.9,161,7:00:00 PM,137.50,22688,8,2014
Flight945,42238,ORD-DTW,1.5,53,7:00:00 PM,126.50,20873,8,2015
Flight946,42293,ORD-IAH,1.6,171,7:00:00 AM,200.00,33000,10,2015
Flight947,41873,ORD-FLL,2.1,32,1:00:00 PM,330.00,61050,8,2014
Flight948,41914,ORD-EWR,2.1,10,10:00:00 AM,225.00,41625,10,2014
Flight949,41924,ORD-IAH,2,133,7:30:00 AM,200.00,37000,10,2014
Flight950,41791,ORD-JFK,2.4,159,7:00:00 PM,275.00,45375,6,2014
Flight951,42368,ORD-IAH,1.3,61,5:00:00 PM,200.00,33000,12,2015
Flight952,41968,ORD-ATL,16.4,8,8:00:00 AM,300.00,55500,11,2014
Flight953,42110,ORD-DFW,0.5,97,7:00:00 PM,200.00,37000,4,2015
Flight954,42359,ORD-PHX,4.3,30,8:00:00 PM,350.00,64750,12,2015
Flight955,42047,ORD-ATL,10.3,16,8:30:00 AM,200.00,37000,2,2015
Flight956,42233,ORD-PHX,2.6,7,10:30:00 AM,275.00,50875,8,2015
Flight957,41967,ORD-ATL,18.6,37,6:00:00 PM,300.00,49500,11,2014
Flight958,42098,ORD-ATL,8.5,139,1:30:00 PM,200.00,37000,4,2015
Flight959,41861,ORD-BOS,2.5,4,9:00:00 AM,330.00,61050,8,2014
Flight960,41738,ORD-LGA,2.5,198,7:00:00 PM,275.00,45375,4,2014
Flight961,42094,ORD-ATL,10.3,110,9:00:00 AM,200.00,37000,3,2015
Flight962,41778,ORD-PHL,2.4,66,7:00:00 PM,275.00,49775,5,2014
Flight963,42240,ORD-LAS,1.8,115,5:30:00 PM,302.50,55963,8,2015
Flight964,41716,ORD-SEA,1,200,4:00:00 PM,350.00,57750,3,2014
Flight965,42144,ORD-ATL,7.7,162,6:00:00 PM,200.00,33000,5,2015
Flight966,42182,ORD-SFO,2.2,151,5:00:00 PM,412.50,76313,6,2015
Flight967,41857,ORD-MCO,2.3,63,5:30:00 PM,275.00,49775,8,2014
Flight968,42261,ORD-MIA,1.7,195,8:30:00 AM,300.00,49500,9,2015
Flight969,42178,ORD-DEN,1.7,175,8:30:00 PM,330.00,54450,6,2015
Flight970,41898,ORD-ATL,9.9,76,6:00:00 PM,200.00,36200,9,2014
Flight971,42203,ORD-PHX,2.2,98,5:00:00 PM,275.00,50875,7,2015
Flight972,42023,ORD-DEN,2.2,49,3:00:00 PM,300.00,49500,1,2015
Flight973,41893,ORD-EWR,2.8,171,8:00:00 PM,225.00,37125,9,2014
Flight974,41726,ORD-CLT,2.3,54,8:00:00 PM,125.00,20625,3,2014
Flight975,41939,ORD-DFW,2.6,157,10:00:00 AM,200.00,33000,10,2014
Flight976,41813,ORD-FLL,2.3,176,7:00:00 PM,330.00,54450,6,2014
Flight977,42317,ORD-PHX,2,90,7:00:00 AM,250.00,45250,11,2015
Flight978,42101,ORD-IAD,1.5,149,9:00:00 AM,300.00,55500,4,2015
Flight979,41886,ORD-DFW,1.5,185,4:30:00 PM,200.00,33000,9,2014
Flight980,41957,ORD-LAX,4.2,3,8:00:00 AM,350.00,64750,11,2014
Flight981,41967,ORD-LAS,6.8,54,5:00:00 PM,412.50,68063,11,2014
Flight982,41709,ORD-DEN,2.8,104,6:30:00 PM,300.00,55500,3,2014
Flight983,42118,ORD-IAD,1.2,144,10:00:00 AM,300.00,55500,4,2015
Flight984,41988,ORD-SEA,1.7,195,9:30:00 AM,350.00,57750,12,2014
Flight985,42229,ORD-CLT,2.4,9,7:00:00 AM,137.50,25438,8,2015
Flight986,42091,ORD-PHX,1.5,168,10:00:00 AM,250.00,41250,3,2015
Flight987,42017,ORD-SEA,1.9,190,5:00:00 PM,350.00,57750,1,2015
Flight988,41955,ORD-JFK,1.2,66,5:00:00 PM,250.00,45250,11,2014
Flight989,42157,ORD-LGA,2.9,127,5:00:00 PM,302.50,55963,6,2015
Flight990,41666,ORD-LAX,1.5,159,4:00:00 PM,350.00,57750,1,2014
Flight991,41913,ORD-EWR,2,207,9:00:00 AM,225.00,37125,10,2014
Flight992,42260,ORD-IAH,2.2,87,12:00:00 PM,200.00,36200,9,2015
Flight993,42180,ORD-IAH,1.2,195,5:00:00 PM,220.00,36300,6,2015
Flight994,42260,ORD-PHX,3.4,60,8:00:00 PM,250.00,41250,9,2015
Flight995,41906,ORD-LGA,1.5,44,8:00:00 AM,275.00,45375,9,2014
Flight996,41706,ORD-LAX,3.9,43,8:00:00 AM,350.00,57750,3,2014
Flight997,42140,ORD-EWR,2.6,147,9:00:00 AM,225.00,41625,5,2015
Flight998,41760,ORD-SEA,1.8,26,5:00:00 PM,350.00,64750,5,2014
Flight999,41886,ORD-BOS,2.9,66,2:00:00 PM,300.00,54300,9,2014
Flight1000,41750,ORD-MIA,3,209,7:00:00 PM,300.00,49500,4,2014
Flight1001,42194,ORD-IAH,1.9,200,8:00:00 PM,220.00,36300,7,2015
Flight1002,42273,ORD-EWR,2,129,6:00:00 PM,225.00,41625,9,2015
Flight1003,41694,ORD-DFW,1.8,132,8:00:00 AM,200.00,37000,2,2014
Flight1004,41970,ORD-BOS,3.9,133,11:30:00 AM,450.00,83250,11,2014
Flight1005,42175,ORD-IAH,3.1,32,8:30:00 PM,220.00,40700,6,2015
Flight1006,42063,ORD-PHL,1.2,33,5:30:00 PM,275.00,50875,2,2015
Flight1007,42196,ORD-MSP,0.8,80,9:00:00 PM,126.50,22897,7,2015
Flight1008,42096,ORD-JFK,0.7,91,11:00:00 AM,250.00,46250,4,2015
Flight1009,42072,ORD-BOS,2.6,13,2:00:00 PM,300.00,55500,3,2015
Flight1010,41891,ORD-FLL,1.5,11,5:00:00 PM,300.00,55500,9,2014
Flight1011,41876,ORD-LAS,1.3,189,7:30:00 AM,302.50,49913,8,2014
Flight1012,41980,ORD-IAH,2.7,49,5:00:00 PM,200.00,33000,12,2014
Flight1013,42155,ORD-LGA,2.8,158,12:30:00 PM,275.00,45375,5,2015
Flight1014,42334,ORD-JFK,3.7,200,5:00:00 PM,375.00,61875,11,2015
Flight1015,42217,ORD-JFK,2.7,166,6:00:00 PM,275.00,45375,8,2015
Flight1016,42335,ORD-DFW,4.2,147,3:00:00 PM,300.00,55500,11,2015
Flight1017,42055,ORD-IAH,1,192,8:00:00 AM,200.00,33000,2,2015
Flight1018,41971,ORD-ATL,17.3,156,11:00:00 AM,300.00,49500,11,2014
Flight1019,41896,ORD-JFK,2.9,110,7:00:00 AM,250.00,46250,9,2014
Flight1020,42088,ORD-MSP,1.4,113,5:00:00 PM,115.00,21275,3,2015
Flight1021,42169,ORD-LAX,5.5,201,7:00:00 AM,385.00,63525,6,2015
Flight1022,42183,ORD-DEN,2.2,94,7:30:00 PM,330.00,61050,6,2015
Flight1023,41998,ORD-LAX,6.5,121,7:00:00 PM,490.00,90650,12,2014
Flight1024,42167,ORD-MSP,0.5,27,7:00:00 AM,126.50,23403,6,2015
Flight1025,41858,ORD-LAS,2.1,58,7:30:00 AM,302.50,49913,8,2014
Flight1026,41876,ORD-DEN,1.3,129,5:00:00 PM,330.00,61050,8,2014
Flight1027,42366,ORD-DFW,2.1,114,3:30:00 PM,200.00,37000,12,2015
Flight1028,41977,ORD-PHX,1.5,173,8:00:00 PM,250.00,41250,12,2014
Flight1029,41849,ORD-DTW,2.5,131,5:30:00 PM,126.50,23403,7,2014
Flight1030,42360,ORD-PHX,2.7,55,6:30:00 PM,350.00,57750,12,2015
Flight1031,41771,ORD-DEN,2.3,45,5:30:00 PM,300.00,49500,5,2014
Flight1032,41975,ORD-IAH,1.4,70,7:00:00 AM,200.00,36200,12,2014
Flight1033,42294,ORD-LAX,3.4,28,7:30:00 AM,350.00,64750,10,2015
Flight1034,41704,ORD-SFO,2.9,111,7:30:00 AM,375.00,69375,3,2014
Flight1035,41731,ORD-EWR,1.9,2,11:00:00 AM,225.00,41625,4,2014
Flight1036,42131,ORD-IAH,2.5,26,6:00:00 PM,200.00,37000,5,2015
Flight1037,41910,ORD-BOS,2.4,17,7:30:00 PM,300.00,55500,9,2014
Flight1038,41908,ORD-EWR,2.1,2,7:00:00 AM,225.00,41625,9,2014
Flight1039,41997,ORD-BOS,5,181,6:00:00 PM,420.00,69300,12,2014
Flight1040,41771,ORD-MCO,2.3,77,7:00:00 PM,250.00,45250,5,2014
Flight1041,42175,ORD-SEA,1.1,110,7:00:00 PM,385.00,71225,6,2015
Flight1042,41903,ORD-MCO,0.6,6,7:00:00 PM,250.00,46250,9,2014
Flight1043,41740,ORD-DEN,1.9,177,4:00:00 PM,300.00,49500,4,2014
Flight1044,42165,ORD-JFK,0.6,83,12:30:00 PM,275.00,49775,6,2015
Flight1045,41964,ORD-CLT,2.7,194,5:00:00 PM,125.00,20625,11,2014
Flight1046,42229,ORD-SEA,2.8,3,2:00:00 PM,385.00,71225,8,2015
Flight1047,42337,ORD-PHL,4,76,8:30:00 PM,412.50,74663,11,2015
Flight1048,41713,ORD-PHX,2.7,135,9:30:00 PM,250.00,46250,3,2014
Flight1049,41642,ORD-LAX,3.9,156,7:00:00 PM,350.00,57750,1,2014
Flight1050,42346,ORD-LGA,2.3,70,8:00:00 AM,275.00,49775,12,2015
Flight1051,41677,ORD-PHX,2.5,56,11:30:00 AM,250.00,41250,2,2014
Flight1052,42236,ORD-LAX,3.6,87,1:00:00 PM,385.00,69685,8,2015
Flight1053,42037,ORD-JFK,0.8,99,6:30:00 PM,250.00,46250,2,2015
Flight1054,41998,ORD-ATL,16.3,67,8:00:00 PM,280.00,50680,12,2014
Flight1055,42326,ORD-BOS,1.9,207,4:30:00 PM,300.00,49500,11,2015
Flight1056,42213,ORD-SFO,2.4,82,3:00:00 PM,412.50,74663,7,2015
Flight1057,42100,ORD-IAH,1.4,198,7:00:00 PM,200.00,33000,4,2015
Flight1058,42111,ORD-PHL,2.1,22,5:00:00 PM,275.00,50875,4,2015
Flight1059,41746,ORD-SFO,2.3,114,5:00:00 PM,375.00,69375,4,2014
Flight1060,41960,ORD-CLT,1.8,1,7:00:00 PM,125.00,23125,11,2014
Flight1061,42315,ORD-LAX,4.3,179,7:00:00 AM,350.00,57750,11,2015
Flight1062,42120,ORD-SEA,0.9,65,7:30:00 PM,350.00,63350,4,2015
Flight1063,41646,ORD-BWI,1.9,57,7:00:00 PM,240.00,39600,1,2014
Flight1064,42052,ORD-JFK,2.8,25,12:00:00 PM,250.00,46250,2,2015
Flight1065,41665,ORD-EWR,2.8,56,10:00:00 AM,225.00,37125,1,2014
Flight1066,42315,ORD-PHX,3.7,161,7:00:00 PM,250.00,41250,11,2015
Flight1067,41930,ORD-ATL,9,33,7:00:00 AM,200.00,37000,10,2014
Flight1068,41853,ORD-IAH,2.3,175,8:00:00 PM,220.00,36300,8,2014
Flight1069,42025,ORD-CLT,2.2,125,8:00:00 AM,125.00,23125,1,2015
Flight1070,41650,ORD-PHX,1.2,195,7:30:00 AM,250.00,41250,1,2014
Flight1071,41801,ORD-LAX,4.9,107,8:00:00 PM,385.00,71225,6,2014
Flight1072,42172,ORD-SEA,2.4,184,7:00:00 AM,385.00,63525,6,2015
Flight1073,41907,ORD-MCO,1.9,129,7:30:00 AM,250.00,46250,9,2014
Flight1074,41941,ORD-LAS,1.9,180,9:30:00 PM,275.00,45375,10,2014
Flight1075,42151,ORD-PHL,2.4,38,8:00:00 PM,275.00,45375,5,2015
Flight1076,41997,ORD-LAX,4.7,96,6:30:00 PM,490.00,90650,12,2014
Flight1077,42153,ORD-MCO,2.4,124,7:30:00 PM,250.00,46250,5,2015
Flight1078,41880,ORD-DFW,3.1,128,7:30:00 AM,220.00,40700,8,2014
Flight1079,41711,ORD-ATL,9.2,44,7:00:00 AM,200.00,33000,3,2014
Flight1080,41773,ORD-SFO,2.2,7,6:00:00 PM,375.00,69375,5,2014
Flight1081,41819,ORD-LAX,5.5,45,7:30:00 AM,385.00,63525,6,2014
Flight1082,42064,ORD-IAH,1.1,141,5:00:00 PM,200.00,37000,3,2015
Flight1083,42158,ORD-IAH,1.5,209,5:00:00 PM,220.00,36300,6,2015
Flight1084,42036,ORD-MCO,2,74,7:00:00 PM,250.00,45250,2,2015
Flight1085,41665,ORD-JFK,2.7,137,1:00:00 PM,250.00,46250,1,2014
Flight1086,42217,ORD-DEN,2.4,120,6:30:00 PM,330.00,61050,8,2015
Flight1087,42052,ORD-ATL,9.4,208,8:00:00 AM,200.00,33000,2,2015
Flight1088,42352,ORD-MSP,1.6,152,7:30:00 AM,115.00,18975,12,2015
Flight1089,42233,ORD-DTW,2.2,125,1:00:00 PM,126.50,23403,8,2015
Flight1090,41893,ORD-MCO,3.2,41,9:00:00 AM,250.00,41250,9,2014
Flight1091,42106,ORD-LAX,4.4,135,7:30:00 PM,350.00,64750,4,2015
Flight1092,41668,ORD-SLC,1.8,33,8:30:00 AM,290.00,53650,1,2014
Flight1093,41690,ORD-SEA,2.1,36,11:00:00 AM,350.00,57750,2,2014
Flight1094,41710,ORD-ATL,10.5,99,8:00:00 PM,200.00,37000,3,2014
Flight1095,42051,ORD-IAD,2.2,35,7:00:00 AM,300.00,55500,2,2015
Flight1096,41816,ORD-IAH,2.8,41,5:30:00 PM,220.00,36300,6,2014
Flight1097,42334,ORD-CLT,4,102,1:00:00 PM,187.50,34688,11,2015
Flight1098,42323,ORD-DFW,1.4,119,9:00:00 AM,200.00,37000,11,2015
Flight1099,42343,ORD-IAH,1.6,174,7:30:00 AM,200.00,33000,12,2015
Flight1100,41875,ORD-PHX,1.7,78,11:00:00 AM,275.00,49775,8,2014
Flight1101,42313,ORD-IAH,2.9,113,7:00:00 PM,200.00,37000,11,2015
Flight1102,42179,ORD-LAX,7.1,129,8:00:00 PM,385.00,71225,6,2015
Flight1103,42063,ORD-MIA,1,110,4:00:00 PM,300.00,55500,2,2015
Flight1104,42204,ORD-PHX,1.7,4,5:00:00 PM,275.00,50875,7,2015
Flight1105,42148,ORD-PHX,1.6,74,6:00:00 PM,250.00,45250,5,2015
Flight1106,42188,ORD-DTW,2.3,9,5:00:00 PM,126.50,23403,7,2015
Flight1107,41967,ORD-LGA,3.9,108,7:30:00 AM,412.50,76313,11,2014
